filename,width,height,class,xmin,ymin,xmax,ymax
FB52i-DUYAYUjWy_jpg.rf.4c75e4ebbb31d5c6f0192baab64d8032.jpg,640,640,overcooked beef,235,360,341,531
FB52i-DUYAYUjWy_jpg.rf.4c75e4ebbb31d5c6f0192baab64d8032.jpg,640,640,overcooked beef,182,225,243,327
FB52i-DUYAYUjWy_jpg.rf.4c75e4ebbb31d5c6f0192baab64d8032.jpg,640,640,overcooked beef,275,267,371,371
FB52i-DUYAYUjWy_jpg.rf.4c75e4ebbb31d5c6f0192baab64d8032.jpg,640,640,overcooked beef,254,239,315,326
PXL_20231031_034611215_jpg.rf.43c11757e58d9774f833aa5744447346.jpg,640,640,NG raw beef,82,190,445,295
PXL_20231031_033726395_jpg.rf.4d360f55fd5f2bf95529d39b5fe1659f.jpg,640,640,NG raw beef,0,29,353,269
PXL_20231031_033726395_jpg.rf.4d360f55fd5f2bf95529d39b5fe1659f.jpg,640,640,NG raw beef,56,282,586,587
PXL_20231031_033726395_jpg.rf.4d360f55fd5f2bf95529d39b5fe1659f.jpg,640,640,NG raw beef,90,116,596,377
PXL_20231008_094427349_jpg.rf.4d5eefdbf1d5439add273dc9a59f38df.jpg,640,640,OK cooked beef,213,202,352,561
PXL_20231205_051137431_jpg.rf.4e6c5914ebe4460ce7bfccf0320924d2.jpg,640,640,NG undercooked beef,2,327,247,494
PXL_20231205_051137431_jpg.rf.4e6c5914ebe4460ce7bfccf0320924d2.jpg,640,640,NG undercooked beef,228,203,449,409
PXL_20231205_051137431_jpg.rf.4e6c5914ebe4460ce7bfccf0320924d2.jpg,640,640,NG undercooked beef,463,322,640,542
PXL_20231205_051137431_jpg.rf.4e6c5914ebe4460ce7bfccf0320924d2.jpg,640,640,NG undercooked beef,160,469,451,640
PXL_20231206_144307995_jpg.rf.4d751df33e87384c9b8b55b0415e311a.jpg,640,640,OK cooked beef,23,235,197,441
PXL_20231206_144307995_jpg.rf.4d751df33e87384c9b8b55b0415e311a.jpg,640,640,OK cooked beef,269,185,446,327
PXL_20231206_144307995_jpg.rf.4d751df33e87384c9b8b55b0415e311a.jpg,640,640,OK cooked beef,391,322,603,448
PXL_20231206_144307995_jpg.rf.4d751df33e87384c9b8b55b0415e311a.jpg,640,640,OK cooked beef,131,393,317,560
PXL_20231129_073030000_jpg.rf.4dd86f4d20b6a94a995988599d0abf95.jpg,640,640,overcooked beef,284,289,482,411
PXL_20231129_073030000_jpg.rf.4dd86f4d20b6a94a995988599d0abf95.jpg,640,640,overcooked beef,173,399,393,544
PXL_20231031_035233762_jpg.rf.4daa53afc2d2aecb2bbaae84de0d60e1.jpg,640,640,NG raw beef,25,166,640,560
PXL_20231031_035233762_jpg.rf.4daa53afc2d2aecb2bbaae84de0d60e1.jpg,640,640,NG raw beef,453,147,640,559
PXL_20231031_034751386_jpg.rf.4fb0f8cba0a5b83e224eb8eca965e82d.jpg,640,640,OK cooked beef,125,318,544,495
PXL_20231206_145518061_jpg.rf.4d5df2a75d5ac569ed90ae6a219dfa74.jpg,640,640,OK cooked beef,152,192,296,325
PXL_20231206_145518061_jpg.rf.4d5df2a75d5ac569ed90ae6a219dfa74.jpg,640,640,OK cooked beef,288,193,462,315
PXL_20231206_145518061_jpg.rf.4d5df2a75d5ac569ed90ae6a219dfa74.jpg,640,640,OK cooked beef,123,351,221,449
PXL_20231206_145518061_jpg.rf.4d5df2a75d5ac569ed90ae6a219dfa74.jpg,640,640,OK cooked beef,278,377,453,507
PXL_20231206_145518061_jpg.rf.4d5df2a75d5ac569ed90ae6a219dfa74.jpg,640,640,OK cooked beef,450,305,602,405
PXL_20231008_094852059_jpg.rf.4f1f3c3c32d96a530c3651ac0d01e5c0.jpg,640,640,OK cooked beef,61,190,404,395
PXL_20231008_094852059_jpg.rf.4f1f3c3c32d96a530c3651ac0d01e5c0.jpg,640,640,NG undercooked beef,162,82,472,183
PXL_20231008_094852059_jpg.rf.4f1f3c3c32d96a530c3651ac0d01e5c0.jpg,640,640,NG undercooked beef,547,393,640,580
PXL_20231129_073014204_jpg.rf.502935107ac6223b11fc53cf537a83cc.jpg,640,640,overcooked beef,154,371,378,571
PXL_20231129_073014204_jpg.rf.502935107ac6223b11fc53cf537a83cc.jpg,640,640,overcooked beef,345,231,614,341
roast-meat-called-yakiniku-260nw-172023908_jpg.rf.50059ad9b77012289cd13551b67a21ff.jpg,640,640,NG raw beef,239,134,359,443
PXL_20231031_034757678_jpg.rf.4ec59427cb700a5a82e109d319f55958.jpg,640,640,OK undercooked beef,117,209,519,565
PXL_20231205_052126475_jpg.rf.5051460fe5f7b0004ace28fbdf71639e.jpg,640,640,OK undercooked beef,172,180,317,292
PXL_20231205_052126475_jpg.rf.5051460fe5f7b0004ace28fbdf71639e.jpg,640,640,OK undercooked beef,357,181,536,331
PXL_20231205_052126475_jpg.rf.5051460fe5f7b0004ace28fbdf71639e.jpg,640,640,OK undercooked beef,29,361,176,541
PXL_20231205_052126475_jpg.rf.5051460fe5f7b0004ace28fbdf71639e.jpg,640,640,OK undercooked beef,217,384,441,570
PXL_20231205_052126475_jpg.rf.5051460fe5f7b0004ace28fbdf71639e.jpg,640,640,OK undercooked beef,427,331,591,542
PXL_20231031_040217897_jpg.rf.506f45824d26aa3724b987ca3ac1f118.jpg,640,640,NG raw beef,31,174,640,442
PXL_20231031_040010624_jpg.rf.4f27a989a66f1f8ccbd78bdcc174ea75.jpg,640,640,OK undercooked beef,188,180,581,437
PXL_20231129_073003794_jpg.rf.5111f3d3973324d20a42df883a29dc38.jpg,640,640,overcooked beef,200,301,531,484
PXL_20231129_073003794_jpg.rf.5111f3d3973324d20a42df883a29dc38.jpg,640,640,overcooked beef,407,202,618,462
CdcNsziUEAAHLSv_jpg.rf.5124e4c723438d8156abfdfa03a32d19.jpg,640,640,overcooked beef,194,151,437,298
PXL_20231129_073238332_jpg.rf.52bd83a1a29466053f20c89120c8dc4f.jpg,640,640,overcooked beef,131,58,241,266
PXL_20231129_073238332_jpg.rf.52bd83a1a29466053f20c89120c8dc4f.jpg,640,640,overcooked beef,87,284,255,457
PXL_20231031_033958230-MP_jpg.rf.535703c9cdf79f987cbabcc9316ae4c5.jpg,640,640,NG undercooked beef,211,313,462,498
PXL_20231205_051259278_jpg.rf.53726ab70d5ff9fbea03acb77968212b.jpg,640,640,NG undercooked beef,73,161,324,347
PXL_20231205_051259278_jpg.rf.53726ab70d5ff9fbea03acb77968212b.jpg,640,640,NG undercooked beef,418,184,640,356
PXL_20231205_051259278_jpg.rf.53726ab70d5ff9fbea03acb77968212b.jpg,640,640,OK undercooked beef,115,403,340,562
PXL_20231205_051259278_jpg.rf.53726ab70d5ff9fbea03acb77968212b.jpg,640,640,NG undercooked beef,422,392,635,509
PXL_20231129_073333711_jpg.rf.53c110155f0f25c4b461b26af627b667.jpg,640,640,overcooked beef,207,271,409,395
PXL_20231129_073333711_jpg.rf.53c110155f0f25c4b461b26af627b667.jpg,640,640,overcooked beef,104,188,276,308
PXL_20231205_050753980_jpg.rf.54de7442687a73b9222f3305a8e21e5c.jpg,640,640,NG undercooked beef,227,201,462,352
PXL_20231205_050753980_jpg.rf.54de7442687a73b9222f3305a8e21e5c.jpg,640,640,NG undercooked beef,80,299,438,539
PXL_20231031_040355280_jpg.rf.4e71d1cc8f7699d767d3f66c2e7f9854.jpg,640,640,OK cooked beef,87,86,416,495
PXL_20231031_035701353_jpg.rf.52a4883fef4511b46edcef05401c52b3.jpg,640,640,OK undercooked beef,208,120,554,493
PXL_20231206_145249067_jpg.rf.52a34d07d3a60ccf7a27d3dcae359c0f.jpg,640,640,OK cooked beef,112,298,280,393
PXL_20231206_145249067_jpg.rf.52a34d07d3a60ccf7a27d3dcae359c0f.jpg,640,640,OK cooked beef,229,194,426,370
PXL_20231206_145249067_jpg.rf.52a34d07d3a60ccf7a27d3dcae359c0f.jpg,640,640,OK cooked beef,147,446,341,561
PXL_20231206_145249067_jpg.rf.52a34d07d3a60ccf7a27d3dcae359c0f.jpg,640,640,OK cooked beef,348,411,517,554
PXL_20231031_034455552_jpg.rf.5503526495fe2435ef207ef72a80a9b4.jpg,640,640,OK cooked beef,110,121,487,287
PXL_20231031_035932865_jpg.rf.53c7f61225350d6d9882d6fa65b8e6d4.jpg,640,640,NG undercooked beef,227,199,557,450
PXL_20231129_073531907_jpg.rf.558e4ca891ba71036419d98b2779a763.jpg,640,640,overcooked beef,85,157,312,349
PXL_20231129_073531907_jpg.rf.558e4ca891ba71036419d98b2779a763.jpg,640,640,overcooked beef,55,329,210,527
PXL_20231031_035949728_jpg.rf.53689694a9e48580d2e2b06f28e263e0.jpg,640,640,NG undercooked beef,194,7,640,374
korean-barbecue-yakiniku-japanese-style-260nw-744868978_jpg.rf.55b582e4010544fbddce78510c33e184.jpg,640,640,NG raw beef,376,226,449,408
PXL_20231129_073009852_jpg.rf.533ff6c7b30d78c0e64373ea2331a1c5.jpg,640,640,overcooked beef,117,327,351,488
PXL_20231129_073009852_jpg.rf.533ff6c7b30d78c0e64373ea2331a1c5.jpg,640,640,overcooked beef,321,170,507,338
PXL_20231031_034751386_jpg.rf.555ee3cefac09e859100ffc65ef25656.jpg,640,640,OK cooked beef,125,318,544,495
DJhg7wDUQAAl5_T_jpg.rf.5516d689005d44c203eee2eea93fcbaf.jpg,640,640,overcooked beef,17,0,514,573
PXL_20231205_052242677_jpg.rf.55e718ac0dcbdd44282a8a84d017f4d3.jpg,640,640,OK undercooked beef,91,96,279,254
PXL_20231205_052242677_jpg.rf.55e718ac0dcbdd44282a8a84d017f4d3.jpg,640,640,OK undercooked beef,300,239,493,368
PXL_20231205_052242677_jpg.rf.55e718ac0dcbdd44282a8a84d017f4d3.jpg,640,640,OK undercooked beef,171,442,405,619
PXL_20231205_050452679_jpg.rf.5779aa2abb948a4fe66b62412f7f02a3.jpg,640,640,NG undercooked beef,65,281,401,469
CTdHxpvUsAAaEAU_jpg.rf.56f199c6908589bbfefe594cf788c4a6.jpg,640,640,overcooked beef,19,202,201,283
CTdHxpvUsAAaEAU_jpg.rf.56f199c6908589bbfefe594cf788c4a6.jpg,640,640,overcooked beef,367,246,640,396
PXL_20231031_040329085_jpg.rf.57f1b567ac411b17d96c2543f3cd586b.jpg,640,640,OK undercooked beef,116,157,588,442
PXL_20231031_035353708_jpg.rf.55bf90a367348a0a749c37e924e741ae.jpg,640,640,OK cooked beef,129,168,527,545
PXL_20231031_033818324_jpg.rf.563adcf67ad0d32ca1e4fa655b41e26d.jpg,640,640,NG raw beef,149,302,385,462
PXL_20231206_145503591_jpg.rf.576ae3a7948d34f7451a130540f04e17.jpg,640,640,OK cooked beef,96,257,297,390
PXL_20231206_145503591_jpg.rf.576ae3a7948d34f7451a130540f04e17.jpg,640,640,OK cooked beef,193,381,397,512
PXL_20231206_145503591_jpg.rf.576ae3a7948d34f7451a130540f04e17.jpg,640,640,OK cooked beef,343,430,475,517
PXL_20231206_145503591_jpg.rf.576ae3a7948d34f7451a130540f04e17.jpg,640,640,OK cooked beef,418,226,640,362
PXL_20231206_145347497_jpg.rf.5774be3094bb17a159a441ffad8dee09.jpg,640,640,OK cooked beef,144,273,312,397
PXL_20231206_145347497_jpg.rf.5774be3094bb17a159a441ffad8dee09.jpg,640,640,OK cooked beef,234,244,441,313
PXL_20231206_145347497_jpg.rf.5774be3094bb17a159a441ffad8dee09.jpg,640,640,OK cooked beef,305,345,569,446
PXL_20231206_145347497_jpg.rf.5774be3094bb17a159a441ffad8dee09.jpg,640,640,OK cooked beef,175,471,363,577
PXL_20231008_094830705_jpg.rf.57bd2d5471fc6ec04153da2b707b2b8c.jpg,640,640,OK undercooked beef,184,230,509,544
PXL_20231008_094830705_jpg.rf.57bd2d5471fc6ec04153da2b707b2b8c.jpg,640,640,OK cooked beef,406,0,639,226
PXL_20231031_034423508_jpg.rf.573d84e6f187430ccb202bc4e5648986.jpg,640,640,OK cooked beef,0,10,274,640
PXL_20231031_033806911_jpg.rf.55f2907b3292b2a1abebe75842c0c937.jpg,640,640,NG raw beef,276,278,549,417
PXL_20231031_035347798_jpg.rf.58450eb06d5a045e8a0cf0274edca62f.jpg,640,640,OK undercooked beef,203,141,494,467
PXL_20231129_073303588_jpg.rf.5817720b518af51036c082185de24bdc.jpg,640,640,overcooked beef,53,302,281,423
PXL_20231129_073303588_jpg.rf.5817720b518af51036c082185de24bdc.jpg,640,640,overcooked beef,321,479,569,628
PXL_20231008_100446545_jpg.rf.586a499f7c6ffbdf1e2f43ab59dc570e.jpg,640,640,NG undercooked beef,47,202,309,398
PXL_20231008_100446545_jpg.rf.586a499f7c6ffbdf1e2f43ab59dc570e.jpg,640,640,OK undercooked beef,310,202,499,340
PXL_20231008_100446545_jpg.rf.586a499f7c6ffbdf1e2f43ab59dc570e.jpg,640,640,OK cooked beef,1,391,156,618
PXL_20231008_100446545_jpg.rf.586a499f7c6ffbdf1e2f43ab59dc570e.jpg,640,640,OK cooked beef,198,322,418,542
PXL_20231008_100446545_jpg.rf.586a499f7c6ffbdf1e2f43ab59dc570e.jpg,640,640,OK undercooked beef,401,312,624,564
PXL_20231031_040343406_jpg.rf.5844ff44bd569fe0244a31657edd5f65.jpg,640,640,OK undercooked beef,60,154,640,485
PXL_20231205_051056814_jpg.rf.59da0af2d6d1026681bcb67790cd5985.jpg,640,640,NG undercooked beef,21,219,324,406
PXL_20231205_051056814_jpg.rf.59da0af2d6d1026681bcb67790cd5985.jpg,640,640,NG undercooked beef,285,162,537,320
PXL_20231205_051056814_jpg.rf.59da0af2d6d1026681bcb67790cd5985.jpg,640,640,NG undercooked beef,401,289,640,480
PXL_20231205_051056814_jpg.rf.59da0af2d6d1026681bcb67790cd5985.jpg,640,640,NG undercooked beef,169,451,490,633
PXL_20231031_034348582_jpg.rf.5a76916ed7415e3c03bf2777c0d0614f.jpg,640,640,NG raw beef,151,233,368,356
PXL_20231031_035245688_jpg.rf.5a74d63ae0c93c4d2611d2385aa9ced0.jpg,640,640,NG raw beef,101,262,507,516
BglniPECcAEJrGa_jpg.rf.5ac8e3d47346721f0a31d6d7840578ca.jpg,640,640,overcooked beef,22,173,264,301
BglniPECcAEJrGa_jpg.rf.5ac8e3d47346721f0a31d6d7840578ca.jpg,640,640,overcooked beef,134,62,448,148
PXL_20231031_035546282_jpg.rf.5bec89233d29faf753ac73e2a041551b.jpg,640,640,NG raw beef,0,175,279,552
PXL_20231031_035546282_jpg.rf.5bec89233d29faf753ac73e2a041551b.jpg,640,640,NG raw beef,254,222,600,626
PXL_20231205_051105313_jpg.rf.5ba3c49395c2ed0311be2661161ebed2.jpg,640,640,NG undercooked beef,0,211,301,345
PXL_20231205_051105313_jpg.rf.5ba3c49395c2ed0311be2661161ebed2.jpg,640,640,NG undercooked beef,268,163,499,371
PXL_20231205_051105313_jpg.rf.5ba3c49395c2ed0311be2661161ebed2.jpg,640,640,NG undercooked beef,365,291,640,489
PXL_20231205_051105313_jpg.rf.5ba3c49395c2ed0311be2661161ebed2.jpg,640,640,NG undercooked beef,55,409,430,591
PXL_20231031_040337765_jpg.rf.595bc40323c0639dd4df356c290224f2.jpg,640,640,OK undercooked beef,175,174,578,421
F93YXtkawAEDIku_jpg.rf.5a0c6f2b1e074bbaf5b648e35abac78a.jpg,640,640,overcooked beef,103,170,188,224
PXL_20231031_033813541_jpg.rf.5d31cacd28257e5c18e0e382dd7b99c8.jpg,640,640,NG raw beef,186,333,449,428
PXL_20231031_035041214_jpg.rf.5ceeb5d79837f72b7e47694824aaa19c.jpg,640,640,OK undercooked beef,198,216,599,478
PXL_20231205_050746677_jpg.rf.5d756e1c29edb74fa6e7d0bb3485ce69.jpg,640,640,NG undercooked beef,29,329,423,519
PXL_20231205_050746677_jpg.rf.5d756e1c29edb74fa6e7d0bb3485ce69.jpg,640,640,NG undercooked beef,329,224,515,397
PXL_20231205_051640761_jpg.rf.5df08045b27462ba0a4eccb897078a03.jpg,640,640,OK undercooked beef,183,222,547,484
Ced40qOWsAEvMM5_jpg.rf.5c26fbf6a7292bb4f969486e108e5b36.jpg,640,640,overcooked beef,9,209,486,488
PXL_20231031_040211704_jpg.rf.5ceb8de62a2a0495294a6e3996c1912b.jpg,640,640,NG raw beef,57,143,476,640
PXL_20231205_050516150_jpg.rf.5ed2a05365558d7d1217fea7efdc9c0c.jpg,640,640,NG undercooked beef,201,194,453,500
PXL_20231031_040324956_jpg.rf.5e0df92a25312b1c7d317aa79b41caf5.jpg,640,640,NG undercooked beef,142,88,629,449
PXL_20231205_052218948_jpg.rf.5e11e154f072b0b82dd87e08070902b7.jpg,640,640,OK undercooked beef,20,221,260,390
PXL_20231205_052218948_jpg.rf.5e11e154f072b0b82dd87e08070902b7.jpg,640,640,OK undercooked beef,103,434,310,556
PXL_20231205_052218948_jpg.rf.5e11e154f072b0b82dd87e08070902b7.jpg,640,640,OK undercooked beef,344,385,602,485
PXL_20231031_035329624_jpg.rf.5bef0ad67416222e710e093e6cc99416.jpg,640,640,OK undercooked beef,205,215,636,443
PXL_20231031_040427133_jpg.rf.5f3a025831f048fc0a8358ce5cd07a16.jpg,640,640,OK cooked beef,206,241,530,479
PXL_20231205_052207300_jpg.rf.5ef90c783346106e73639ac060ce9844.jpg,640,640,OK undercooked beef,74,198,297,352
PXL_20231205_052207300_jpg.rf.5ef90c783346106e73639ac060ce9844.jpg,640,640,OK undercooked beef,384,265,550,419
PXL_20231205_052207300_jpg.rf.5ef90c783346106e73639ac060ce9844.jpg,640,640,OK undercooked beef,65,388,268,579
PXL_20231031_035239886_jpg.rf.5ed55767f3f79e6f1d249fa87632cd47.jpg,640,640,NG raw beef,0,0,141,456
PXL_20231031_035239886_jpg.rf.5ed55767f3f79e6f1d249fa87632cd47.jpg,640,640,NG raw beef,147,21,574,556
PXL_20231205_053112886_jpg.rf.5f7f8f975981833e743430f5cc453665.jpg,640,640,OK undercooked beef,51,288,183,450
PXL_20231205_053112886_jpg.rf.5f7f8f975981833e743430f5cc453665.jpg,640,640,OK undercooked beef,222,145,459,315
PXL_20231205_053112886_jpg.rf.5f7f8f975981833e743430f5cc453665.jpg,640,640,OK undercooked beef,147,420,416,573
PXL_20231205_053112886_jpg.rf.5f7f8f975981833e743430f5cc453665.jpg,640,640,OK undercooked beef,395,352,640,594
PXL_20231206_144958040_jpg.rf.5f4c9cc8ef2dd142f31f1178fb7ff0bf.jpg,640,640,OK cooked beef,153,175,346,280
PXL_20231206_144958040_jpg.rf.5f4c9cc8ef2dd142f31f1178fb7ff0bf.jpg,640,640,OK cooked beef,360,188,636,414
PXL_20231206_144958040_jpg.rf.5f4c9cc8ef2dd142f31f1178fb7ff0bf.jpg,640,640,OK cooked beef,128,315,312,461
PXL_20231206_144958040_jpg.rf.5f4c9cc8ef2dd142f31f1178fb7ff0bf.jpg,640,640,OK cooked beef,372,392,558,572
PXL_20231205_053121479_jpg.rf.5e3084fcfb93b621af1ef4b2c6eef519.jpg,640,640,NG undercooked beef,31,275,203,437
PXL_20231205_053121479_jpg.rf.5e3084fcfb93b621af1ef4b2c6eef519.jpg,640,640,OK undercooked beef,62,441,368,603
PXL_20231205_053121479_jpg.rf.5e3084fcfb93b621af1ef4b2c6eef519.jpg,640,640,NG undercooked beef,162,138,418,305
PXL_20231205_053121479_jpg.rf.5e3084fcfb93b621af1ef4b2c6eef519.jpg,640,640,OK undercooked beef,303,257,640,487
1000_F_489794840_z1AgZd8AOV8FuiJJ0EOtvuZ27wqhi08D_jpg.rf.5f7e736de75ffcc297f69d56df24e67b.jpg,640,640,NG raw beef,299,173,588,609
